-1,-1,-1
42.399,-0.000226,0
42.398,-0.000239,0
42.397,-0.000252,0
42.396,-0.000265,0
42.395,-0.000278,0
42.394,-0.000288,0
42.393,-0.000295,0
42.392,-0.000299,0
42.391,-0.000301,0
42.39,-0.000302,0
42.389,-0.000303,0
42.388,-0.000304,0
42.387,-0.000303,0
42.386,-0.0003,0
42.385,-0.000295,0
42.384,-0.000289,0
42.383,-0.000281,0
42.382,-0.000273,0
42.381,-0.000266,0
42.38,-0.000261,0
42.379,-0.000258,0
42.378,-0.000255,0
42.377,-0.000253,0
42.376,-0.000249,0
42.375,-0.000242,0
42.374,-0.000234,0
42.373,-0.000226,0
42.372,-0.00022,0
42.371,-0.000216,0
42.37,-0.000214,0
42.369,-0.000213,0
42.368,-0.00021,0
42.367,-0.000205,0
42.366,-0.000198,0
42.365,-0.000189,0
42.364,-0.000179,0
42.363,-0.000171,0
42.362,-0.000164,0
42.361,-0.000159,0
42.36,-0.000152,0
42.359,-0.000144,0
42.358,-0.000134,0
42.357,-0.000123,0
42.356,-0.000111,0
42.355,-0.0001,0
42.354,-9.244707e-05,0
42.353,-8.954125e-05,0
42.352,-9.157001e-05,0
42.351,-9.758616e-05,0
42.35,-0.000106,0
42.349,-0.000117,0
42.348,-0.000128,0
42.347,-0.00014,0
42.346,-0.000151,0
42.345,-0.000161,0
42.344,-0.000172,0
42.343,-0.000183,0
42.342,-0.000195,0
42.341,-0.000206,0
42.34,-0.000215,0
42.339,-0.000223,0
42.338,-0.00023,0
42.337,-0.000236,0
42.336,-0.000244,0
42.335,-0.000255,0
42.334,-0.000268,0
42.333,-0.000282,0
42.332,-0.000294,0
42.331,-0.000306,0
42.33,-0.000316,0
42.329,-0.000326,0
42.328,-0.000336,0
42.327,-0.000345,0
42.326,-0.000352,0
42.325,-0.000359,0
42.324,-0.000363,0
42.323,-0.000365,0
42.322,-0.000367,0
42.321,-0.000366,0
42.32,-0.000364,0
42.319,-0.000363,0
42.318,-0.000363,0
42.317,-0.000363,0
42.316,-0.000364,0
42.315,-0.000361,0
42.314,-0.000354,0
42.313,-0.000342,0
42.312,-0.000326,0
42.311,-0.000306,0
42.31,-0.000285,0
42.309,-0.000262,0
42.308,-0.000237,0
42.307,-0.000209,0
42.306,-0.000181,0
42.305,-0.000155,0
42.304,-0.00013,0
42.303,-0.000108,0
42.302,-8.957718e-05,0
42.301,-7.396363e-05,0
42.3,-6.112226e-05,0
42.299,-4.993421e-05,0
42.298,-3.927422e-05,0
42.297,-2.867956e-05,0
42.296,-1.903056e-05,0
42.295,-1.207685e-05,0
42.294,-8.79958e-06,0
42.293,-9.205109e-06,0
42.292,-1.349715e-05,0
42.291,-2.191074e-05,0
42.29,-3.417707e-05,0
42.289,-4.986315e-05,0
42.288,-6.835014e-05,0
42.287,-8.853579e-05,0
42.286,-0.000109,0
42.285,-0.000129,0
42.284,-0.000148,0
42.283,-0.000167,0
42.282,-0.000186,0
42.281,-0.000205,0
42.28,-0.000223,0
42.279,-0.00024,0
42.278,-0.000257,0
42.277,-0.000274,0
42.276,-0.000291,0
42.275,-0.000306,0
42.274,-0.000321,0
42.273,-0.000332,0
42.272,-0.00034,0
42.271,-0.000342,0
42.27,-0.000339,0
42.269,-0.000332,0
42.268,-0.000322,0
42.267,-0.000312,0
42.266,-0.000304,0
42.265,-0.0003,0
42.264,-0.000297,0
42.263,-0.000296,0
42.262,-0.000296,0
42.261,-0.000295,0
42.26,-0.000293,0
42.259,-0.000289,0
42.258,-0.000283,0
42.257,-0.000274,0
42.256,-0.000263,0
42.255,-0.000251,0
42.254,-0.000238,0
42.253,-0.000224,0
42.252,-0.000208,0
42.251,-0.000191,0
42.25,-0.000173,0
42.249,-0.000155,0
42.248,-0.000136,0
42.247,-0.000117,0
42.246,-9.741783e-05,0
42.245,-7.840582e-05,0
42.244,-5.982531e-05,0
42.243,-4.181116e-05,0
42.242,-2.466903e-05,0
42.241,-9.221235e-06,0
42.24,3.542926e-06,0
42.239,1.329266e-05,0
42.238,2.04429e-05,0
42.237,2.566023e-05,0
42.236,2.963998e-05,0
42.235,3.248716e-05,0
42.234,3.338141e-05,0
42.233,3.154048e-05,0
42.232,2.713505e-05,0
42.231,2.120877e-05,0
42.23,1.491901e-05,0
42.229,9.480415e-06,0
42.228,6.359367e-06,0
42.227,6.165535e-06,0
42.226,7.873043e-06,0
42.225,9.72816e-06,0
42.224,1.070451e-05,0
42.223,1.071101e-05,0
42.222,9.704051e-06,0
42.221,7.15341e-06,0
42.22,1.823081e-06,0
42.219,-7.668597e-06,0
42.218,-2.19831e-05,0
42.217,-4.092102e-05,0
42.216,-6.328988e-05,0
42.215,-8.706998e-05,0
42.214,-0.00011,0
42.213,-0.000132,0
42.212,-0.000153,0
42.211,-0.000173,0
42.21,-0.000193,0
42.209,-0.000212,0
42.208,-0.00023,0
42.207,-0.000246,0
42.206,-0.000258,0
42.205,-0.000269,0
42.204,-0.000278,0
42.203,-0.000287,0
42.202,-0.000297,0
42.201,-0.000307,0
42.2,-0.000316,0
42.199,-0.000324,0
42.198,-0.000327,0
42.197,-0.000324,0
42.196,-0.000312,0
42.195,-0.000293,0
42.194,-0.000268,0
42.193,-0.00024,0
42.192,-0.000209,0
42.191,-0.000178,0
42.19,-0.000147,0
42.189,-0.000117,0
42.188,-9.078746e-05,0
42.187,-6.991541e-05,0
42.186,-5.556558e-05,0
42.185,-4.84655e-05,0
42.184,-4.81291e-05,0
42.183,-5.313522e-05,0
42.182,-6.163894e-05,0
42.181,-7.190824e-05,0
42.18,-8.284723e-05,0
42.179,-9.389422e-05,0
42.178,-0.000105,0
42.177,-0.000116,0
42.176,-0.000128,0
42.175,-0.00014,0
42.174,-0.000154,0
42.173,-0.000169,0
42.172,-0.000187,0
42.171,-0.000206,0
42.17,-0.000225,0
42.169,-0.000244,0
42.168,-0.00026,0
42.167,-0.000274,0
